"total_expenditure","food_expenditure","education_expenditure","kerosene_expenditure","electricity_expenditure","kerosene_lamps","num_kerosene_lamps","kerosene_lamp_hours","kerosene_other","lighting_hours","child_lighting","adult_lighting","appliances","appliance_use","adult_activity","child_activity","satisfaction_reliability","satisfaction_cost","satisfaction_safety","satisfaction_brightness","satisfaction","satisfaction_chng","elec_value","satisfaction_business","income_increase","business_interest","aspirations","knowledge","distance","instrument","treat","gender","birthplace","age","religion","caste","education","homeBuilt","yrsConnected","elec_hours","Pole","hours_avail","outages","low_voltage","adult_home_work","adult_home_cook","adult_home_charge","adult_home_clean","adult_home_leisure","adult_home_time","lighting_business","lighting_friends_family","lighting_studying","lighting_reading","lighting_media","lighting_other","mobile","ic_bulb","cfl_bulb","led_light","tube_light","fans","iron","refrigerator","television","radio","cooler","washing_machine","electric_stove","inverter","water_pump","other","respond","total_expenditure_obs"
5000,4000,0,0,NA,0,0,0,0,1,0,0,1,1,3.33333333333333,2.42857142857143,4,4,5,4,3.8,4,0,NA,0,0,3.2,0.2,55,0,0,0,1,62,0,0,FALSE,15,NA,NA,1147,NA,NA,NA,5,2,0,1,3,9,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5000
3000,2500,500,54,NA,1,2,4,0,0.166666666666667,1,0,0,0,2.33333333333333,2.57142857142857,4,4,4,4,3.4,5,100,NA,1,0,3.2,0,24,1,0,0,1,40,1,1,FALSE,6,NA,NA,1148,NA,NA,NA,2,2,0,1,0,9,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3000
3500,3000,0,54,200,1,2,4,0,0.166666666666667,0,0,4,14,2.33333333333333,2.14285714285714,2,2,3,4,2.4,4,200,NA,1,0,2.8,0,28,1,1,0,1,50,1,0,FALSE,5,1,11.6666666666667,1147,11.6666666666667,4,2.33333333333333,2,1,0,2,0,9,0,0,0,0,0,1,NA,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3500
3000,3600,0,54,NA,1,1,3,0,0.5,0,0,0,0,2.33333333333333,2.42857142857143,4,4,5,4,3.6,4,100,NA,1,1,3.2,0,25,1,0,0,1,40,1,0,FALSE,6,NA,NA,1149,NA,NA,NA,2,2,0,1,0,9,0,0,0,0,0,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3000
3000,2600,100,54,NA,1,2,4,0,0.333333333333333,1,0,0,0,2.33333333333333,2.28571428571429,4,4,4,4,3.4,4,100,NA,0,0,3.2,0,30,1,0,0,1,45,1,0,TRUE,5,NA,NA,1147,NA,NA,NA,2,1,0,2,0,9,0,0,0,0,0,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3000
3000,2600,0,27,NA,1,2,4,0,0.166666666666667,0,0,0,0,2.66666666666667,2.57142857142857,2,3,2,2,2,4,100,NA,1,0,3.6,0,26,1,0,0,1,45,1,1,FALSE,5,NA,NA,1148,NA,NA,NA,2,2,0,1,2,9,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3000
3000,3800,0,54,200,1,1,3,0,0.333333333333333,0,0,7,20,2.66666666666667,0,2,3,2,3,2.2,5,200,NA,1,0,3.2,0.1,21,1,1,1,0,45,1,0,TRUE,7,2,10.6666666666667,1149,10.6666666666667,3,4,1,1,0,1,4,9,0,0,0,0,0,2,NA,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,3000
4500,3000,100,0,NA,0,0,0,0,1.16666666666667,0.5,0,1,1,3.16666666666667,1.85714285714286,5,4,5,5,4.2,5,0,NA,0,0,3.2,0,48,0,0,1,0,32,0,0,FALSE,5,NA,NA,1147,NA,NA,NA,4,2,0,1,2,10,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5000,4000,0,0,NA,0,0,0,0,0.833333333333333,0,0,1,0.3,3.33333333333333,1.42857142857143,4,4,4,4,3.6,4,50,NA,0,0,2.8,0,50,0,0,1,0,42,0,0,FALSE,8,NA,NA,1147,NA,NA,NA,5,2,0,2,1,10,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5000,4000,0,0,NA,0,0,0,0,0.833333333333333,0,0,0,0,3,1.85714285714286,4,3,4,4,3.4,4,0,NA,0,0,2.4,0,49,0,0,1,0,55,1,1,FALSE,7,NA,NA,1149,NA,NA,NA,4,2,0,1,1,10,0,5,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5000
4000,3000,50,0,NA,0,0,0,0,1.33333333333333,0,0,1,1,3.5,1.85714285714286,4,4,4,4,3.4,4,50,NA,0,0,3.4,0,57,0,0,1,0,25,1,1,FALSE,9,NA,NA,1149,NA,NA,NA,5,2,0,1,1,12,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4000
4500,3500,0,0,NA,0,0,0,0,0.833333333333333,0,0,0,0,3,1.71428571428571,4,4,4,4,3.6,4,0,NA,0,0,4.4,0.2,52,0,0,0,1,40,1,0,TRUE,5,NA,NA,1148,NA,NA,NA,4,2,1,1,2,8,0,5,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5000,4000,0,0,NA,0,0,0,0,0.666666666666667,0,0,1,1,3,1.85714285714286,4,4,4,4,3.6,4,0,NA,0,0,4,0.2,46,0,0,0,1,50,1,0,FALSE,5,NA,NA,1148,NA,NA,NA,4,2,1,0,1,10,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5000
3500,3000,200,54,200,1,2,4,0,0.666666666666667,1,0,5,16,2.33333333333333,2,3,3,3,4,2.8,4,200,NA,1,0,3.2,0,25,1,1,0,1,58,1,0,FALSE,10,0.5,11.6666666666667,1147,11.6666666666667,3.66666666666667,3,2,1,0,2,0,9,0,0,0,0,0,4,NA,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,NA
3500,3000,0,0,NA,0,0,0,0,0.833333333333333,0,0,1,1,3.66666666666667,1.71428571428571,3,2,3,2,2.2,4,70,NA,0,0,2.8,0,59,0,0,1,1,18,1,1,FALSE,10,NA,NA,1149,NA,NA,NA,6,2,0,1,1,12,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3500
4000,3200,200,54,200,1,2,4,0,0.666666666666667,1,0,2,0,2.83333333333333,2.28571428571429,3,2,4,3,2.8,4,200,NA,1,0,3.2,0,23,1,1,0,1,35,1,0,TRUE,7,1,11.6666666666667,1148,11.6666666666667,3,3,2,2,0,1,3,9,0,0,0,0,0,4,NA,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4000
3000,3500,0,0,NA,0,0,0,0,0.333333333333333,0,0,0,0,2.33333333333333,0,4,4,4,4,3.4,4,100,NA,0,1,3.4,0,24,1,0,0,1,23,1,0,FALSE,5,NA,NA,1149,NA,NA,NA,2,2,0,1,0,9,0,0,0,0,0,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3000
10000,8000,0,0,NA,0,0,0,0,1,0,0,5,27,3.33333333333333,0,4,4,4,4,3.6,4,300,NA,0,0,4,0.5,60,0,0,0,1,19,1,0,TRUE,7,NA,NA,1132,NA,NA,NA,3,2,0,2,1,12,0,6,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
5000,4000,0,56,NA,1,2,5,0,0.666666666666667,0,0,2,4.2,4,2.85714285714286,2,2,4,2,2.4,3,150,NA,0,0,3.6,0,32,1,0,1,0,28,1,0,TRUE,7,NA,NA,1132,NA,NA,NA,4,2,0,2,3,13,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5000
4000,3000,0,50,0,1,2,3,0,0.5,0,0,1,3,3.83333333333333,4.28571428571429,2,2,4,5,3,4,200,NA,0,0,3.6,0,22,1,1,1,0,40,1,1,FALSE,15,8,11.6666666666667,1132,11.6666666666667,6.66666666666667,2.66666666666667,6,2,0,2,3,10,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4000
3000,2500,100,52,NA,1,2,5,0,0.5,0.5,0,1,0,2.83333333333333,1.85714285714286,4,2,4,4,3,5,100,NA,0,0,3.2,0,47,0,0,0,1,22,1,1,TRUE,10,NA,NA,1127,NA,NA,NA,2,1,0,1,3,10,0,0,0,1,0,2,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA
10000,8000,0,0,NA,0,0,0,0,0.5,0,0,3,8,3.66666666666667,2.85714285714286,4,4,4,4,3.6,3,50,NA,0,0,3.8,0.2,28,1,0,0,1,38,0,1,FALSE,25,NA,NA,1127,NA,NA,NA,5,1,0,2,4,10,0,3,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,10000
6000,5000,500,0,0,0,0,0,0,0,1,0,3,10,4.16666666666667,2.14285714285714,4,4,4,4,4,4,50,NA,0,0,3.2,0,22,1,1,1,0,30,0,1,FALSE,25,1,8,1127,8,7.66666666666667,7.66666666666667,7,3,0,1,2,12,0,0,0,0,0,0,NA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6000
5000,4500,500,0,NA,0,0,0,0,0.333333333333333,1,0,1,0,4.66666666666667,2,5,4,5,4,4.4,4,0,NA,0,0,3.2,0.2,25,1,0,0,1,45,0,1,FALSE,25,NA,NA,1127,NA,NA,NA,8,2,0,3,2,13,0,1,0,0,0,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5000
4500,3200,200,0,NA,0,0,0,0,0.333333333333333,0,0,0,0,2.83333333333333,2.28571428571429,3,2,2,4,2.4,5,0,NA,0,0,3.4,0,55,0,0,0,1,35,1,1,TRUE,15,NA,NA,1127,NA,NA,NA,2,1,0,1,3,10,0,0,0,0,0,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4000,3000,200,52,NA,1,2,5,0,0.5,0,0,0,0,2.83333333333333,2.14285714285714,4,2,3,4,2.8,5,150,NA,0,0,3.2,0,46,0,0,0,1,30,1,1,TRUE,16,NA,NA,1127,NA,NA,NA,1,1,0,2,3,10,0,1,0,0,0,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1500,800,0,50,0,1,2,2,0,0.5,0,0,1,1,3.5,0,5,5,5,5,4.8,5,200,NA,0,1,3.2,0.1,28,1,1,0,1,45,1,1,FALSE,35,0.5,9.33333333333333,1067,9.33333333333333,13.3333333333333,5,4,3,1,2,1,10,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1500
2000,1500,0,37.5,NA,1,2,5,0,0.333333333333333,0,0,1,7,3.33333333333333,2.28571428571429,2,2,1,2,1.6,3,50,NA,0,1,3.2,0.1,50,0,0,0,1,35,1,1,FALSE,19,NA,NA,1067,NA,NA,NA,5,2,0,2,1,10,0,2,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000
3000,2500,0,50,NA,1,2,4,0,NA,0,0,0,0,2.83333333333333,2,4,4,4,4,3.6,2,150,NA,0,0,3.2,0,30,1,0,1,1,35,0,0,FALSE,NA,NA,NA,1038,NA,NA,NA,2,1,0,2,0,12,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3000
2500,2000,0,48,NA,1,2,4,0,1.5,0,0,0,0,2.66666666666667,0,4,4,4,4,3.4,2,150,NA,1,0,2.8,0,30,1,0,0,1,35,1,1,FALSE,NA,NA,NA,1038,NA,NA,NA,2,2,0,2,0,10,0,0,0,0,0,9,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
8000,5000,1000,136,NA,1,2,4,0,0,1,0,0,0,3,2.71428571428571,4,4,4,4,3.6,3,100,NA,0,0,3.2,0.2,55,0,0,0,1,38,0,1,FALSE,NA,NA,NA,1038,NA,NA,NA,2,1,0,1,1,13,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3000,2500,0,48,500,1,2,5,0,1.33333333333333,0,0,2,10,2.5,0,4,4,4,4,3.6,2,150,NA,1,0,4.2,0,30,1,1,0,1,35,0,0,FALSE,NA,15,10.3333333333333,1038,10.3333333333333,6,7.66666666666667,2,2,0,1,0,10,0,0,0,0,0,8,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
6000,4000,0,56,NA,1,2,4,0,0,0,0,0,0,3.5,2.71428571428571,4,4,4,4,4,2,350,NA,1,1,3.2,0,56,0,0,0,1,40,0,1,FALSE,NA,NA,NA,1038,NA,NA,NA,1,2,0,1,2,15,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6000
4000,3000,0,56,NA,1,1,8,0,0,0,0,1,1,2.16666666666667,0,4,3,3,3,2.8,3,50,NA,0,0,3.6,0,50,0,0,1,0,25,1,0,TRUE,2,NA,NA,1040,NA,NA,NA,1,1,0,1,1,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4000
6000,5000,0,0,0,0,0,0,0,0.333333333333333,0,0,4,1,2.83333333333333,0,4,4,4,4,3.8,4,0,NA,0,0,3.2,0.1,24,1,1,0,1,35,1,1,FALSE,10,1,9,1039,9,5.33333333333333,4.66666666666667,3,4,0,1,0,9,0,2,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,6000
8000,5000,1000,81,NA,1,4,3,0,0.166666666666667,0.5,0,1,1,3.16666666666667,1.57142857142857,4,4,4,4,3.8,3,100,NA,0,0,3.2,0.1,24,1,0,1,0,35,1,1,FALSE,5,NA,NA,1039,NA,NA,NA,3,4,0,2,1,9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8000
6000,4000,0,54,NA,1,2,3,0,0.166666666666667,0,0,0,0,2.83333333333333,1.71428571428571,4,4,4,4,3.8,3,0,NA,0,0,3.2,0,33,1,0,1,0,30,1,0,FALSE,15,NA,NA,1040,NA,NA,NA,3,4,0,1,0,9,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
6000,4000,0,0,0,0,0,0,0,0,0,0,3,2,2.66666666666667,0,5,3,5,5,3.8,5,0,NA,0,0,3.4,0,55,0,0,1,0,55,1,0,FALSE,10,3,12,1040,12,0,0,3,2,0,1,1,9,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,6000
4500,2500,250,0,NA,0,0,0,0,1.5,1,0,3,19,2.5,1.71428571428571,5,5,5,5,4.4,5,100,5,1,1,4,0,59,0,0,1,0,30,1,0,FALSE,3,NA,NA,1039,NA,NA,NA,2,1,0,1,1,10,2,7,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4500
2000,1000,30,0,NA,0,0,0,0,1.16666666666667,0.5,0,1,1,2.83333333333333,1.57142857142857,4,4,4,3,3.4,4,80,NA,0,1,3.2,0,55,0,0,1,1,27,1,0,FALSE,3,NA,NA,1039,NA,NA,NA,3,2,0,1,1,10,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000
7000,3000,2000,81,0,1,3,4,0,0.166666666666667,0.5,0,4,4,3,1.85714285714286,4,4,4,4,3.8,4,0,NA,0,0,3.2,0,22,1,1,1,0,30,1,0,FALSE,5,4,9,1040,9,5.33333333333333,4.66666666666667,4,3,0,1,1,9,0,1,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
6000,3000,500,81,NA,1,3,4,0,0.333333333333333,0.5,0,0,0,2.83333333333333,1.57142857142857,4,4,4,3,3.6,3,100,NA,0,0,3.2,0,30,1,0,1,0,30,1,0,FALSE,8,NA,NA,1040,NA,NA,NA,4,2,0,1,1,9,0,2,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2500,2000,0,0,NA,0,0,0,0,1.33333333333333,0,0,3,15,3,1.42857142857143,5,5,5,5,4.4,5,0,NA,0,0,3,0,50,0,0,1,0,56,1,0,FALSE,2,NA,NA,1039,NA,NA,NA,3,2,1,1,1,10,0,8,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2500
10000,6000,2000,56,0,1,1,2,0,0.5,1,0,4,10,1.33333333333333,2.85714285714286,4,4,4,4,4,5,150,NA,1,1,3.4,0,28,1,1,0,1,35,0,1,FALSE,NA,3,12.3333333333333,1041,12.3333333333333,10,11.6666666666667,1,2,1,1,1,2,3,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5000,1500,0,56,NA,1,2,4,0,0,0,0,0,0,2.83333333333333,1.85714285714286,3,3,3,3,3,3,50,NA,0,0,3.2,0,50,0,0,1,0,45,1,0,FALSE,NA,NA,NA,1041,NA,NA,NA,3,4,0,1,1,8,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5000
4000,1500,0,56,NA,1,2,3,0,0,0,0,0,0,2.5,2.71428571428571,4,4,4,4,3.6,3,50,NA,0,0,3.2,0,55,0,0,1,0,25,1,0,FALSE,NA,NA,NA,1041,NA,NA,NA,3,2,0,0,1,9,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4000
5000,2000,0,56,0,1,2,3,0,0,0,0,2,14,2.66666666666667,1.71428571428571,4,4,4,4,3.6,4,100,NA,0,0,3.2,0.1,28,1,1,0,1,30,1,0,FALSE,NA,2,10.3333333333333,1041,10.3333333333333,6,6,3,3,0,1,1,8,0,0,0,0,0,0,NA,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5000
5000,1500,0,84,NA,1,3,4,0,0,0,0,0,0,1.33333333333333,1.57142857142857,4,4,4,4,3.6,3,100,NA,0,0,3.2,0,50,0,0,1,0,40,1,0,FALSE,NA,NA,NA,1041,NA,NA,NA,3,3,0,1,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5000
3000,2000,50,56,0,1,2,3,0,0,0,0,1,2,3.16666666666667,2,1,3,3,4,2.4,4,50,NA,0,0,3.8,0.1,34,1,1,1,0,35,1,0,FALSE,5,3,13,1042,13,3.33333333333333,1.33333333333333,2,2,0,1,2,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3000
6000,3500,0,54,NA,1,2,4,0,0,0,0,1,0.2,3.83333333333333,1.85714285714286,3,3,2,3,2.4,3,20,NA,0,0,3.6,0.1,57,0,0,0,1,50,1,0,FALSE,5,NA,NA,1042,NA,NA,NA,5,3,0,1,2,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5000,3000,0,84,NA,1,2,8,0,0,0,0,0,0,2.83333333333333,2.28571428571429,2,3,2,1,1.8,3,100,NA,1,1,4,0.1,31,1,0,0,1,62,1,0,FALSE,8,NA,NA,1042,NA,NA,NA,2,2,0,1,2,10,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5000
9000,5000,2000,56,0,1,1,2,0,0,0,0,7,17,2,1.85714285714286,3,4,4,5,3.4,5,0,NA,0,0,5,0,22,1,1,1,0,65,1,0,FALSE,30,3,13,1042,13,2,1,2,2,0,0,0,8,0,0,0,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,NA
3000,2500,0,56,NA,1,2,3,0,0.666666666666667,0,0,1,1,3.16666666666667,2,2,3,3,4,3.2,4,50,NA,0,1,3.4,0.1,55,0,0,0,1,35,1,0,FALSE,30,NA,NA,1042,NA,NA,NA,4,3,0,1,2,9,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4000,3000,500,54,200,1,2,5,0,0.166666666666667,0,0,2,0,2.33333333333333,2,4,2,4,4,3,4,200,NA,1,0,3.2,0,26,1,1,0,1,40,1,1,TRUE,7,2,11.3333333333333,1043,11.3333333333333,5,4.33333333333333,2,1,0,1,0,10,0,0,0,0,0,1,NA,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4000
1500,1000,0,84,NA,1,2,5,1,0,0,0,0,0,2.83333333333333,0,4,2,4,3,3.2,3,50,NA,0,0,3,0,52,0,0,0,1,54,1,1,FALSE,15,NA,NA,1043,NA,NA,NA,2,2,0,2,1,10,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1500
4500,4000,100,54,200,1,1,3,0,0.333333333333333,0,0,5,14,2.5,2.42857142857143,4,4,4,4,3.6,4,200,NA,1,0,3.2,0,24,1,1,0,1,40,1,1,TRUE,7,2,11.3333333333333,1043,11.3333333333333,4.66666666666667,5,2,1,0,2,0,10,0,0,0,0,0,2,NA,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,4500
1500,1000,0,56,NA,1,2,5,0,0,0,0,0,0,3.66666666666667,2.28571428571429,4,4,2,4,3.4,3,0,NA,0,0,3.4,0,58,0,0,1,1,21,1,1,FALSE,15,NA,NA,1043,NA,NA,NA,4,2,0,2,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1500
4500,3500,500,54,200,1,1,3,0,0,1,0,7,11,2.33333333333333,2.28571428571429,4,3,2,4,2.8,4,200,NA,1,0,3.4,0.1,22,1,1,0,1,60,1,1,FALSE,12,2,11.3333333333333,1043,11.3333333333333,4.33333333333333,4,2,1,0,1,0,10,0,0,0,0,0,0,1,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,1,4500
2500,2000,0,54,NA,1,2,4,0,0,0,0,1,1,3.16666666666667,1.85714285714286,3,4,4,4,3.4,3,0,NA,0,0,3,0,55,0,0,1,0,60,1,1,FALSE,20,NA,NA,1043,NA,NA,NA,3,2,0,1,2,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3500,2800,200,48,NA,1,2,5,0,0.666666666666667,0,0,1,0,2.83333333333333,2,4,2,4,4,3,5,200,NA,0,0,3.6,0,54,0,0,0,1,30,1,1,FALSE,3,NA,NA,1138,NA,NA,NA,2,1,0,1,3,10,0,2,0,0,0,2,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3500
3000,2500,100,52,NA,1,2,5,0,0.166666666666667,0,0,0,0,2.66666666666667,2.42857142857143,4,2,3,3,2.6,5,100,NA,0,0,3.4,0,60,0,0,0,1,40,1,1,FALSE,4,NA,NA,1138,NA,NA,NA,1,1,0,2,2,10,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3000
4200,3300,200,50,NA,1,2,5,0,0.333333333333333,0,0,4,10,2.83333333333333,2,4,2,4,4,3,5,100,NA,0,0,3.2,0,50,0,0,0,1,40,0,0,FALSE,3,NA,NA,1138,NA,NA,NA,2,1,0,1,3,10,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4200
12000,5000,500,0,0,0,0,0,0,0,1,0,4,10,4.16666666666667,1.71428571428571,4,4,4,4,4,4,100,NA,0,1,3.2,0,26,1,1,0,1,20,1,0,TRUE,30,2,7,1138,7,6.66666666666667,7.66666666666667,7,2,1,2,1,12,0,0,0,0,0,0,NA,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,12000
8000,6000,500,56,0,1,1,3,10,0.166666666666667,1,0,5,16.1,4.16666666666667,0.285714285714286,4,2,4,4,3.6,4,50,NA,0,0,3.2,0.2,30,1,1,0,1,50,1,0,FALSE,35,12,7.33333333333333,1138,7.33333333333333,7,7.66666666666667,6,2,1,1,2,13,0,0,0,0,0,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8000
5000,3000,500,0,NA,1,3,7,0,0,0,0,2,4,3,2.85714285714286,3,2,4,2,2.6,3,50,NA,0,1,4,0,58,0,0,0,1,23,1,0,TRUE,NA,NA,NA,1045,NA,NA,NA,3,2,0,1,2,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5000
5000,3000,2000,50,250,1,2,2,0,0,0,0,5,7.6,4.83333333333333,2.57142857142857,2,4,4,4,3.2,4,100,NA,0,1,3.8,0.2,28,1,1,0,1,45,1,0,FALSE,NA,8,16,1045,16,2.33333333333333,1.33333333333333,6,0,0,2,8,13,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,5000
4000,2000,0,50,NA,1,3,5,0,0,0,0,3,17,5,2.85714285714286,4,2,3,2,2.6,3,200,NA,0,0,4,0,33,1,0,1,0,23,1,0,FALSE,20,NA,NA,1045,NA,NA,NA,5,2,0,2,3,18,0,0,0,0,0,0,NA,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,4000
3500,3000,0,204,200,1,2,5,3,0,0,0,6,13,2.33333333333333,1.85714285714286,4,4,2,4,3,4,200,NA,1,0,3.4,0.2,25,1,1,0,1,40,1,0,FALSE,10,2,11.3333333333333,1044,11.3333333333333,3.66666666666667,3.66666666666667,2,1,0,2,0,9,0,0,0,0,0,0,1,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,1,3500
4000,2500,0,81,NA,1,3,7,0,0,0,0,2,2,3,1.42857142857143,3,3,3,3,2.8,3,100,NA,0,0,2.8,0,55,0,0,1,0,70,1,0,FALSE,25,NA,NA,1044,NA,NA,NA,3,2,0,2,1,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4000
4000,3500,0,204,200,1,2,5,3,0.333333333333333,0,0,5,13,2.5,2.14285714285714,4,4,2,4,3,4,200,NA,1,0,3.4,0.4,21,1,1,0,1,50,1,0,TRUE,10,3,11,1044,11,4,4.33333333333333,2,1,0,2,0,10,0,0,0,0,0,2,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4000
4000,300,0,84,NA,1,3,8,0,0,0,0,0,0,3.16666666666667,0,2,2,3,2,2.2,3,100,NA,0,1,4.4,0.2,59,0,0,0,1,30,1,0,TRUE,10,NA,NA,1044,NA,NA,NA,4,2,0,2,1,10,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4000,3200,200,54,200,1,1,4,0,0.333333333333333,1,0,8,26,2.33333333333333,1.85714285714286,4,4,4,4,3.4,5,200,NA,1,0,3.6,0.4,23,1,1,0,1,35,1,0,FALSE,10,2,11.3333333333333,1044,11.3333333333333,4,2.66666666666667,2,1,0,1,0,10,0,0,0,0,0,2,1,2,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,NA
4000,2000,50,108,NA,1,2,7,0,0,0,0,1,1,3.33333333333333,1.85714285714286,3,2,2,1,1.8,3,70,NA,0,0,4,0.2,50,0,0,0,1,50,1,0,FALSE,16,NA,NA,1044,NA,NA,NA,4,3,0,1,2,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4000
3000,2500,0,50,NA,1,2,5,0,NA,0,0,0,0,3,3.42857142857143,4,2,4,4,3,2,100,NA,1,0,3.2,0,60,0,0,0,1,60,0,0,FALSE,NA,NA,NA,1119,NA,NA,NA,2,2,0,1,3,10,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3000
