"total_expenditure","food_expenditure","education_expenditure","kerosene_expenditure","electricity_expenditure","kerosene_lamps","num_kerosene_lamps","kerosene_lamp_hours","kerosene_other","lighting_hours","child_lighting","adult_lighting","appliances","appliance_use","adult_activity","child_activity","satisfaction_reliability","satisfaction_cost","satisfaction_safety","satisfaction_brightness","satisfaction","satisfaction_chng","elec_value","satisfaction_business","income_increase","business_interest","aspirations","knowledge","distance","instrument","treat","gender","birthplace","age","religion","caste","education","homeBuilt","yrsConnected","elec_hours","Pole","hours_avail","outages","low_voltage","adult_home_work","adult_home_cook","adult_home_charge","adult_home_clean","adult_home_leisure","adult_home_time","lighting_business","lighting_friends_family","lighting_studying","lighting_reading","lighting_media","lighting_other","mobile","ic_bulb","cfl_bulb","led_light","tube_light","fans","iron","refrigerator","television","radio","cooler","washing_machine","electric_stove","inverter","water_pump","other","respond","total_expenditure_obs"
4000,3500,200,54,200,1,2,4,0,1,0,0,1,8,2.33333333333333,1.85714285714286,4,4,2,4,3,5,200,NA,1,0,3.4,0,22,1,1,0,1,40,0,0,TRUE,3,2,11,1059,11,4.66666666666667,4.66666666666667,2,1,0,2,0,9,4,0,0,0,0,2,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4000
3500,3000,0,54,NA,1,2,4,0,0.333333333333333,0,0,0,0,2.66666666666667,2.42857142857143,4,4,4,4,3.6,4,50,NA,0,0,3.2,0,25,1,0,0,1,35,0,0,FALSE,7,NA,NA,1059,NA,NA,NA,3,1,0,2,0,10,0,0,0,0,0,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3500
3500,3000,0,0,NA,0,0,0,0,1,0,0,0,0,3,1.71428571428571,4,4,4,4,3.4,5,0,NA,1,0,3.2,0,60,0,0,0,1,35,1,1,TRUE,40,NA,NA,1060,NA,NA,NA,2,1,0,2,3,10,0,0,0,0,0,6,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3500
3000,2500,0,0,NA,0,0,0,0,1.5,0,0,0,0,3.33333333333333,0,4,4,4,4,3.4,5,150,NA,1,1,3.6,0,59,0,0,0,1,40,1,1,TRUE,30,NA,NA,1060,NA,NA,NA,3,1,0,2,4,10,0,0,0,0,0,9,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
10000,6000,0,0,NA,0,0,0,0,0,2,0,0,0,3.05,2,4,4,4,4,4,4,100,NA,0,0,3.2,0,29,1,0,0,1,62,0,1,FALSE,25,NA,NA,1060,NA,NA,NA,2,1,0,0.3,2,13,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10000
8000,6000,0,0,NA,0,0,0,0,0.333333333333333,1,0,1,3,3.66666666666667,1.14285714285714,4,4,4,4,4,3,150,NA,0,0,3.2,0.2,33,1,0,0,1,65,0,1,FALSE,15,NA,NA,1060,NA,NA,NA,4,1,0,1,2,14,0,1,0,0,0,1,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8000
10000,8000,1500,0,0,0,0,0,0,0,1,0,6,24,3.33333333333333,2.14285714285714,4,4,5,5,4.6,4,200,NA,1,1,3.2,0.2,26,1,1,0,1,45,1,1,FALSE,30,8,7,1060,7,5,7,2,2,0,2,2,12,0,0,0,0,0,0,NA,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,10000
4000,3200,100,75,NA,1,1,4,0,0.833333333333333,0,0,4,15,3.16666666666667,2.28571428571429,3,2,4,4,2.8,5,150,NA,0,0,3.8,0,55,0,0,0,1,40,0,0,FALSE,3,NA,NA,1137,NA,NA,NA,1,2,0,2,4,10,0,3,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
10000,8000,500,0,0,0,0,0,0,0.5,2,0,5,9,4.33333333333333,2.14285714285714,4,4,4,4,4,4,250,NA,0,1,3.2,0.1,22,1,1,0,1,50,0,1,FALSE,25,2,7.33333333333333,1061,7.33333333333333,6.66666666666667,6,8,2,0,2,2,12,0,2,0,0,0,1,NA,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10000
3000,2500,100,50,NA,1,2,4,0,0.333333333333333,0,0,0,0,2.5,2,3,2,4,3,2.8,5,100,NA,1,0,3,0,58,0,0,0,1,45,0,0,TRUE,25,NA,NA,1061,NA,NA,NA,2,1,0,2,0,10,0,0,0,0,0,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3000
6000,5000,0,50,0,1,2,3,10,0.166666666666667,0,0,3,1,3.33333333333333,1.71428571428571,4,4,4,4,4,4,100,NA,1,1,3.2,0.1,35,1,1,0,1,60,0,1,FALSE,35,5,7,1137,7,9.33333333333333,12,6,0,0,0,2,12,0,0,0,0,0,1,NA,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6000
3000,2300,100,48,NA,1,2,6,0,0.5,0,0,1,0,3,1.85714285714286,3,2,4,4,2.8,5,50,NA,0,0,3.4,0.1,59,0,0,0,1,35,0,0,FALSE,2,NA,NA,1061,NA,NA,NA,1,2,0,1,4,10,0,0,0,0,0,3,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3000
3000,2500,0,50,NA,1,2,4,0,0.333333333333333,0,0,0,0,2.83333333333333,1.71428571428571,4,2,4,4,3,5,50,NA,0,0,3,0,59,0,0,0,1,24,0,0,FALSE,40,NA,NA,1137,NA,NA,NA,1,1,0,2,3,10,0,0,0,0,0,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3000
12000,10000,8500,56,0,1,2,3,0,0.166666666666667,2,0,6,24.15,4.5,2.04285714285714,4,4,4,4,4.2,5,150,NA,1,0,3.6,0.2,25,1,1,0,1,28,0,1,FALSE,18,1,7,1137,7,5.66666666666667,7.66666666666667,8,2,1,2,2,12,0,0,0,0,0,1,1,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,12000
8000,6000,500,52,0,1,2,3,0,0.166666666666667,0.5,0.5,2,0.1,4.5,2.42857142857143,4,4,4,4,4,4,200,NA,0,1,3.2,0.2,22,1,1,0,1,27,0,1,FALSE,30,2,7.33333333333333,1137,7.33333333333333,8,7.33333333333333,8,2,1,2,2,12,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8000
6000,4000,0,81,0,1,3,4,0,1.83333333333333,0,0,3,3,2.83333333333333,1.57142857142857,4,4,4,4,3.8,4,0,NA,0,0,3.2,0,30,1,1,1,0,40,0,0,FALSE,15,0.166,9,1063,9,3.33333333333333,4.66666666666667,3,4,0,1,0,9,0,2,9,0,0,0,NA,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,6000
6000,5000,0,108,NA,1,3,4,0,0.166666666666667,0,0,0,0,3,1.71428571428571,4,4,4,4,3.8,3,100,NA,0,0,3.2,0,33,1,0,1,0,45,0,0,FALSE,20,NA,NA,1063,NA,NA,NA,3,4,0,1,1,9,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6000
4000,3000,0,0,NA,0,0,0,0,1.16666666666667,0,0,1,1,2.16666666666667,0,4,4,4,4,3.6,4,0,NA,0,0,4.6,0.3,46,0,0,0,1,27,0,0,FALSE,6,NA,NA,1063,NA,NA,NA,1,2,0,1,1,8,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4000
2500,1500,300,75,NA,1,4,8,0,0,0,0,1,2,2.33333333333333,1.71428571428571,2,2,2,3,2,3,100,NA,0,1,4.6,0.2,55,0,0,0,1,35,1,1,TRUE,5,NA,NA,1062,NA,NA,NA,2,2,0,1,1,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2500
3000,2500,0,50,NA,1,2,8,0,0,0,0,0,0,2.5,1.85714285714286,4,3,3,4,3.2,3,0,NA,0,1,3.2,0.1,52,0,0,0,1,55,0,0,FALSE,14,NA,NA,1063,NA,NA,NA,3,2,0,1,1,8,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3000
3000,2500,0,50,NA,1,2,6,0,0,0,0,0,0,2.16666666666667,1.57142857142857,3,4,3,3,3,3,0,NA,0,0,3.6,0.2,57,0,0,0,1,39,0,0,FALSE,15,NA,NA,1064,NA,NA,NA,1,1,0,1,0,10,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
7000,4000,0,54,NA,1,2,3,0,0.333333333333333,0,0,0,0,3,1.42857142857143,4,4,4,4,3.8,3,100,NA,0,0,3.2,0.1,27,1,0,0,1,40,0,0,FALSE,12,NA,NA,1064,NA,NA,NA,3,3,0,2,1,9,0,2,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4000,2500,0,75,NA,1,2,8,0,0,0,0,0,0,2.33333333333333,1.57142857142857,2,2,2,3,2,4,50,NA,0,0,3.2,0.1,52,0,0,0,1,50,1,1,FALSE,20,NA,NA,1062,NA,NA,NA,1,2,0,1,1,9,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4000
5500,4000,0,50,NA,1,3,6,0,0,0,0,1,1,2.66666666666667,1.71428571428571,3,3,2,3,2.8,3,100,NA,0,0,3.4,0,54,0,0,1,0,56,0,0,FALSE,15,NA,NA,1064,NA,NA,NA,3,2,0,1,1,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5000,3000,0,108,NA,1,3,4,0,0,0,0,0,0,2.5,1.85714285714286,4,4,4,4,3.8,3,100,NA,0,0,2.4,0,22,1,0,1,1,20,1,0,TRUE,15,NA,NA,1063,NA,NA,NA,3,2,0,1,0,9,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5000
4500,3500,200,0,NA,0,0,0,0,1,1,0,0,0,2.5,1.71428571428571,5,4,5,4,4,4,40,NA,0,0,3.4,0.1,58,0,0,0,1,46,0,0,FALSE,10,NA,NA,1063,NA,NA,NA,2,2,0,1,1,9,0,6,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5000,3000,0,81,NA,1,2,3,0,0,0,0,0,0,3,0,4,4,4,4,3.8,3,100,NA,0,0,3.2,0,22,1,0,1,0,25,1,1,FALSE,15,NA,NA,1062,NA,NA,NA,3,4,0,2,0,9,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
6000,4000,0,81,0,1,3,4,0,0,0,0,0,0,2.5,1.28571428571429,4,4,4,4,3.8,4,0,NA,0,0,3.2,0,22,1,1,1,0,28,0,0,FALSE,15,0.3,9.66666666666667,1064,9.66666666666667,3.33333333333333,4,3,2,0,1,0,9,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6000
4000,3000,0,54,NA,1,2,3,0,0,0,0,0,0,3,1.28571428571429,4,4,4,4,3.8,3,0,NA,0,0,3.2,0.1,34,1,0,0,1,45,1,1,FALSE,15,NA,NA,1062,NA,NA,NA,3,4,0,2,0,9,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4000
5000,3000,0,81,NA,1,3,3,0,0.333333333333333,0,0,0,0,2.66666666666667,1.57142857142857,4,4,4,4,4,3,100,NA,0,0,3.2,0,48,0,0,0,1,35,1,0,FALSE,15,NA,NA,1064,NA,NA,NA,3,2,0,1,1,9,0,2,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5000,4000,0,140,NA,1,3,7,0,0,0,0,2,4,2.5,2,2,2,1,2,1.8,3,100,NA,0,0,3.2,0,59,0,0,0,0,38,1,1,FALSE,20,NA,NA,1062,NA,NA,NA,3,2,0,1,1,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5000
10000,7000,1000,0,250,0,0,0,0,0.666666666666667,1,0,8,4,3.33333333333333,1.85714285714286,4,4,4,4,3.8,4,0,NA,0,0,3.2,0.1,30,1,1,0,1,27,1,0,TRUE,13,12,9,1062,9,4.33333333333333,3.33333333333333,4,4,0,2,1,9,0,3,1,0,0,0,2,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,1,10000
8000,5000,600,0,NA,0,0,0,0,0.166666666666667,1,0,4,18,2.83333333333333,2.42857142857143,1,1,1,1,1.2,2,50,NA,0,1,4.2,0.1,46,0,0,0,1,20,0,0,TRUE,NA,NA,NA,1065,NA,NA,NA,2,3,0,1,1,10,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8000
7000,5000,1000,0,NA,0,0,0,0,0.5,1.5,0,2,10,3.5,2.71428571428571,5,5,5,4,4,5,60,NA,0,1,4.6,0.1,59,0,0,0,1,40,0,0,TRUE,28,NA,NA,1065,NA,NA,NA,5,2,0,2,2,10,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7000
10000,5000,1500,0,NA,0,0,0,0,0,0,0,2,9.1,3.66666666666667,2.42857142857143,2,2,3,3,2.4,3,0,NA,0,0,3.4,0.2,30,1,0,1,1,55,0,1,FALSE,12,NA,NA,1065,NA,NA,NA,2,2,0,1,2,15,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
10000,2000,800,0,0,0,0,0,0,0,1,0,3,11,1.88333333333333,2.42857142857143,4,4,3,4,3.8,5,0,NA,0,0,3.8,0.1,30,1,1,0,1,60,0,1,FALSE,15,0.5,8.66666666666667,1065,8.66666666666667,13.3333333333333,13.3333333333333,1,2,0,0.3,0,8,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,10000
3000,3000,0,0,NA,0,0,0,0,0.5,0,0,1,1,3,2,2,2,2,2,2,3,0,NA,1,1,4,0.2,30,1,0,0,1,40,0,1,FALSE,15,NA,NA,1065,NA,NA,NA,3,2,0,1,2,10,3,0,0,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3000
5000,3500,500,0,NA,0,0,0,0,0.666666666666667,0.5,0,2,8,2.83333333333333,3,3,4,4,4,3.4,4,70,NA,0,1,4.8,0.1,55,0,0,0,1,21,0,0,TRUE,62,NA,NA,1065,NA,NA,NA,2,2,0,2,1,10,0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5000
6000,4000,0,81,0,1,3,4,0,0.166666666666667,0,0,3,8,2.83333333333333,1.71428571428571,4,4,4,4,3.8,4,0,NA,0,0,3.2,0,28,1,1,1,0,35,0,0,FALSE,5,8,10.3333333333333,1133,10.3333333333333,5.66666666666667,5.66666666666667,3,4,0,1,0,9,0,1,0,0,0,0,NA,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6000
5000,2000,0,0,0,0,0,0,0,0.333333333333333,0,0.5,5,3,2.5,2.14285714285714,5,4,5,5,4,5,0,NA,1,1,4.6,0.5,53,0,1,0,1,26,1,0,TRUE,15,8,13,1133,13,0.666666666666667,0.666666666666667,2,2,0,2,1,8,0,2,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,5000
8000,6000,0,81,0,1,4,4,0,0.166666666666667,0,0,2,1,3,1.71428571428571,4,4,4,4,3.8,4,0,NA,0,0,3.2,0.1,30,1,1,0,1,40,1,0,TRUE,25,8,10.3333333333333,1133,10.3333333333333,5.33333333333333,5.33333333333333,3,4,0,2,0,9,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8000
6000,3000,1000,135,NA,1,4,8,0,0,0,0,3,6,2.5,1.85714285714286,2,1,2,2,1.6,3,50,NA,1,1,4.2,0.3,58,0,0,0,1,29,1,0,TRUE,6,NA,NA,1133,NA,NA,NA,2,2,0,1,1,9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
15000,6000,5000,210,0,1,4,4,0,NA,0,0,10,28.1,3.66666666666667,2.85714285714286,4,2,4,4,3.2,4,100,NA,1,0,3.2,0.3,29,1,1,0,0,48,1,1,TRUE,NA,10,9,1068,9,11,10,3,2,1,1,1,14,0,0,0,0,0,NA,1,0,0,5,0,2,0,0,1,0,0,0,0,0,0,0,1,15000
4000,3000,1000,0,NA,0,0,0,0,NA,0,0,1,3,3.16666666666667,2.71428571428571,4,4,4,4,3.4,2,200,NA,1,0,3.6,0.1,60,0,0,0,1,35,1,1,TRUE,NA,NA,NA,1068,NA,NA,NA,2,2,0,1,2,12,0,0,0,9,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4000
2000,1500,0,26,150,1,2,2,0,0,0,0,2,16,2.66666666666667,0,3,2,2,4,2.4,5,150,NA,1,0,3.6,0,22,1,1,0,1,70,1,1,FALSE,2,1,10.6666666666667,1069,10.6666666666667,4.33333333333333,4,1,1,0,1,3,10,0,0,0,0,0,0,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000
3500,3000,200,26,NA,1,2,4,0,0.166666666666667,0,0,0,0,2.16666666666667,2.14285714285714,4,4,4,4,3.4,4,100,NA,0,0,3.4,0,25,1,0,0,1,40,1,1,FALSE,3,NA,NA,1069,NA,NA,NA,2,1,0,1,0,9,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3500
1500,1000,0,56,NA,1,1,5,0,0,0,0,0,0,3.16666666666667,0,3,4,3,4,3.2,3,0,NA,0,0,2.4,0,59,0,0,0,1,71,1,0,FALSE,15,NA,NA,1069,NA,NA,NA,4,2,0,1,2,10,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1500
3500,3000,100,52,NA,1,2,4,0,0,0,0,0,0,2.33333333333333,2.28571428571429,4,4,4,4,3.4,5,100,NA,0,0,3.2,0,26,1,0,0,1,30,1,1,FALSE,3,NA,NA,1069,NA,NA,NA,2,1,0,1,0,10,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5000,3500,0,0,0,0,0,0,0,0,0,0,2,8,3,0,4,2,4,5,3.8,4,150,NA,0,0,3.2,0,35,1,0,0,1,35,0,1,FALSE,20,5,8,1070,8,6.66666666666667,7.66666666666667,3,1,0,1,1,12,0,0,0,0,0,0,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5000
3000,2500,200,0,NA,0,0,0,0,NA,0,0,0,0,2.5,2.28571428571429,4,4,4,4,3.4,5,150,NA,0,1,3.6,0,60,0,0,0,1,60,0,0,FALSE,35,NA,NA,1070,NA,NA,NA,2,1,0,2,0,10,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5000,5000,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,4.16666666666667,2,4,4,4,4,4,4,50,NA,1,1,3.2,0,32,1,0,1,0,35,0,1,FALSE,15,3,7.33333333333333,1070,7.33333333333333,7.66666666666667,8.66666666666667,8,2,0,2,3,10,2,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5000
3000,2500,200,0,NA,0,0,0,0,NA,0,0,0,0,2.33333333333333,2.28571428571429,4,4,4,4,4,5,100,NA,1,0,3.6,0,60,0,0,0,1,35,0,0,FALSE,30,NA,NA,1070,NA,NA,NA,2,1,0,1,0,10,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3000
8000,7000,500,0,0,0,0,0,0,0,1,0,5,21,4,1.85714285714286,4,4,4,4,4,3,50,NA,0,0,3.2,0.2,28,1,1,0,1,65,0,1,FALSE,30,5,6,1070,6,7.66666666666667,7.66666666666667,6,2,0,2,2,12,0,0,0,0,0,0,NA,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,NA
4000,3500,200,0,NA,0,0,0,0,NA,0,0,0,0,2.33333333333333,1.71428571428571,4,4,4,4,3.4,5,100,NA,0,0,3.4,0,60,0,0,0,1,60,0,0,FALSE,40,NA,NA,1070,NA,NA,NA,2,1,0,1,0,10,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
6000,5000,0,0,NA,0,0,0,0,0,0,0,0,0,3,1.42857142857143,3,3,3,3,2.8,3,80,NA,0,0,3.4,0,55,0,0,1,0,58,1,0,FALSE,NA,NA,NA,1074,NA,NA,NA,2,2,0,2,2,10,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5000,2500,500,56,150,1,3,3,0,0,0.5,0,3,10,3,1.42857142857143,4,4,4,4,3.8,4,0,NA,0,0,3.2,0.1,30,1,1,0,1,28,1,0,TRUE,NA,5,10,1074,10,5.33333333333333,6,4,3,0,1,1,9,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5000
3000,1500,0,112,NA,1,3,4,0,0,0,0,0,0,2.83333333333333,1.28571428571429,4,4,4,4,4,4,0,NA,0,0,3.2,0.1,30,1,0,0,1,40,1,1,FALSE,NA,NA,NA,1074,NA,NA,NA,3,3,0,1,1,9,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3000
6000,2500,500,84,NA,1,3,4,0,0.166666666666667,0,0,0,0,3,1.28571428571429,4,4,4,4,4,3,0,NA,0,0,3.2,0.1,28,1,0,0,0,35,1,1,FALSE,NA,NA,NA,1074,NA,NA,NA,3,3,2,1,0,9,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6000
2000,1500,0,0,NA,0,0,0,0,0.5,0,0,3,9,2.5,1.85714285714286,5,4,4,4,4,4,0,NA,0,0,3.6,0,54,0,0,1,0,26,1,0,FALSE,NA,NA,NA,1074,NA,NA,NA,2,2,0,1,1,9,0,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000
3000,1000,0,25,NA,1,2,3,0,0.333333333333333,0.5,0,1,2,2.66666666666667,2.42857142857143,4,4,5,3,3.6,5,50,NA,0,1,4.4,0,56,0,0,0,1,40,1,0,TRUE,NA,NA,NA,1074,NA,NA,NA,1,2,0,3,2,8,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3000
3000,2500,0,52,NA,1,2,4,0,0.333333333333333,0,0,0,0,2.5,2.14285714285714,4,4,4,3,3.2,5,100,NA,0,0,3.6,0,23,1,0,0,1,40,1,0,FALSE,5,NA,NA,1071,NA,NA,NA,2,1,0,2,0,10,0,0,0,0,0,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3000
4000,3000,500,52,200,1,2,4,0,0,1.5,0,5,31,2.5,2.14285714285714,2,2,2,4,2.2,5,200,NA,1,0,3.6,0.7,25,1,1,0,1,40,1,0,TRUE,4,2,10.3333333333333,1071,10.3333333333333,5.33333333333333,4.33333333333333,2,1,0,2,0,10,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4000
1500,1000,0,56,NA,1,2,5,0,0,0,0,0,0,3.16666666666667,2.28571428571429,4,4,4,4,3.6,3,0,NA,0,0,2,0,58,0,0,1,0,50,1,0,FALSE,2,NA,NA,1072,NA,NA,NA,2,2,0,2,3,10,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1500
4000,3000,50,0,NA,0,0,0,0,1.16666666666667,0,0,1,0.3,3.16666666666667,2.14285714285714,4,4,4,3,3.2,4,50,NA,0,0,3.4,0.2,50,0,0,0,1,45,1,0,TRUE,8,NA,NA,1071,NA,NA,NA,4,2,0,1,2,10,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4000,3000,800,26,200,1,1,3,0,0,0,1,5,12,2.33333333333333,0,4,4,2,4,3,5,200,NA,1,0,3.4,0.4,25,1,1,0,1,45,1,0,TRUE,10,1,11.6666666666667,1072,11.6666666666667,5.33333333333333,4.33333333333333,2,1,0,1,0,10,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,4000
3000,2000,100,0,NA,0,0,0,0,0.833333333333333,1,0,1,1,3.16666666666667,2,4,2,4,3,3,4,0,NA,1,1,4.4,0.1,48,0,0,1,0,28,1,0,TRUE,1,NA,NA,1071,NA,NA,NA,3,2,0,1,3,10,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3000
4000,3500,100,52,200,1,2,4,0,0,0.5,0,4,4,2.5,2,2,4,2,4,2.6,5,200,NA,1,0,3.6,0.1,22,1,1,0,1,27,1,0,FALSE,3,4,9.33333333333333,1071,9.33333333333333,5.33333333333333,4.66666666666667,2,1,0,2,0,10,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,4000
4000,3000,100,0,NA,0,0,0,0,1.33333333333333,0.5,0,1,1,3.16666666666667,2.42857142857143,5,4,5,3,3.8,4,70,NA,0,0,3.6,0,57,0,0,1,0,40,1,0,FALSE,3,NA,NA,1071,NA,NA,NA,4,2,0,2,2,9,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4000
5000,2000,1500,54,NA,1,2,6,0,1.66666666666667,1.5,1,1,2,3.83333333333333,3.28571428571429,4,4,2,1,2.8,4,100,NA,0,1,4.4,0.2,55,0,0,0,1,48,1,1,TRUE,13,NA,NA,1073,NA,NA,NA,2,2,0,1,6,12,3,2,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5000
7000,1500,2000,54,NA,1,1,1,0,1.16666666666667,0.5,0.5,1,1,4,4,4,4,4,4,3.8,4,50,NA,0,1,4,0.2,54,0,0,1,0,32,1,1,FALSE,10,NA,NA,1073,NA,NA,NA,2,1,0,2,4,15,0,0,1,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7000
1000,500,0,76,NA,1,1,5,0,0,0,0,0,0,2,1.42857142857143,2,2,2,3,2,4,50,NA,0,0,3.2,0.1,57,0,0,0,1,45,1,0,FALSE,10,NA,NA,1075,NA,NA,NA,1,1,0,1,1,8,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3000,1500,50,102,NA,1,2,7,0,0,0,0,0,0,2.16666666666667,1.85714285714286,3,3,3,3,2.6,3,60,NA,0,0,3.8,0.1,50,0,0,0,1,38,1,0,FALSE,30,NA,NA,1075,NA,NA,NA,1,0,0,1,2,9,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3500,2000,0,84,NA,1,2,4,0,0,0,0,0,0,2.5,0,4,4,4,4,3.6,4,0,NA,0,0,3.2,0,56,0,0,0,1,40,1,0,FALSE,15,NA,NA,1075,NA,NA,NA,3,2,0,1,0,9,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5000,4000,500,84,0,1,2,4,0,0.166666666666667,0,0,2,14,2.66666666666667,1.28571428571429,4,4,4,4,3.6,4,0,NA,0,0,3.2,0,34,1,1,1,0,35,1,0,FALSE,10,0.166,7.66666666666667,1075,7.66666666666667,4,4.66666666666667,3,2,1,1,0,9,0,1,0,0,0,0,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5000
